#Dateiname_orig;Referenz;EventStart;EvtDuration;EventName;EventDesc;EPGExtEvt
ABENTEUERZOO7_0612281358.vid;;2006-12-28 13:15;00:45;Abenteuer Zoo;(2/7) Die Wüste lebt - Kojoten, Kolibris und Klapperschlangen in Tucson/Arizona;Einer der ungewöhnlichsten Zoos der USA liegt in der Wüste: Am Rande des Saguaro Nationalparks präsentiert das Arizona Sonora Desert Museum die vielfältige Tier- und Pflanzenwelt einer Landschaft der Extreme. Zwischen Saguaros - bis zu 15 Meter hohen Kakteen - begegnen dem Besucher Präriehunde, Skorpione, Wüstenbussarde und Pumas, aber auch Flussotter, Fische und Wasserschildkröten.Oliver Jähnel lädt zu einem Spaziergang durch den ungewöhnlichen Zoo ein.(Erstsendung: 4. Mai 2000)
AnjaAnton_0701011528.vid;;2007-01-01 15:25;00:25;Anja & Anton (28);Der Schneckenzirkus;
ARCHENOAH1_0701211730.vid;;2007-01-21 17:30;00:30;Arche Noah;Ein tierisches Magazin;Der Masoala Regenwald in Madagaskar ist an Artenreichtum kaum zu überbieten. Er wurde im Zürcher Zoo detailgetreu nachgebaut. So wird einer der ursprünglichsten Urwälder der Erde hautnah erfahrbar.Anke Neuzerling trifft dort Lemuren, Makis und die seltene Aldabra-Riesenschildkröte. Ein Highlight ist die Begegnung mit den Giftfröschen. In schillerndem Gelb, Grün und Blau sind sie mit ihrer Färbung Augenfang im Dschungel.(16:9 oo)
ARCHENOAH2_0701211756.vid;;2007-01-21 17:30;00:30;Arche Noah;Ein tierisches Magazin;Der Masoala Regenwald in Madagaskar ist an Artenreichtum kaum zu überbieten. Er wurde im Zürcher Zoo detailgetreu nachgebaut. So wird einer der ursprünglichsten Urwälder der Erde hautnah erfahrbar.Anke Neuzerling trifft dort Lemuren, Makis und die seltene Aldabra-Riesenschildkröte. Ein Highlight ist die Begegnung mit den Giftfröschen. In schillerndem Gelb, Grün und Blau sind sie mit ihrer Färbung Augenfang im Dschungel.(16:9 oo)
ARCHENOAH2_0701231740.vid;;2007-01-23 17:15;00:30;Arche Noah;Ein tierisches Magazin;Moderation: Anke NeuzerlinDer Masoala Regenwald in Madagaskar ist an Artenreichtum kaum zu überbieten. Er wurde im Zürcher Zoo detailgetreu nachgebaut. So wird einer der ursprünglichsten Urwälder der Erde hautnah erfahrbar.Anke Neuzerling trifft dort Lemuren, Makis und die seltene Aldabra-Riesenschildkröte. Ein Highlight ist die Begegnung mit den Giftfröschen. In schillerndem Gelb, Grün und Blau sind sie mit ihrer Färbung Augenfang im Dschungel.(16:9 oo)
ARCHENOAH3_0702201715.vid;;2007-02-20 17:15;00:30;Arche Noah;Methusalem im Tierreich;Moderation: Anke NeuzerlinMit ihren 38 Jahren ist die Elefantenkuh im Zoo Zürich noch lange keine Seniorin - genauso wenig wie die Galapagos-Riesenschildkröten Jumbo und Negrita. Rekordhalter bei den Säugetieren im Zoo ist aber Iaman, das älteste Männchen der Kappengibbons. Diese Primaten werden normalerweise nur etwa 30 Jahre alt. Iaman aber kam 1959 zur Welt - und ist letztes Jahr noch Vater geworden.Auch Knochenhechte können sehr alt werden - ein Exemplar schaffte es im Zoo Zürich sogar auf 70 Jahre.(16:9 oo)
ARCHENOAH4_0702201739.vid;;2007-02-20 17:15;00:30;Arche Noah;Methusalem im Tierreich;Moderation: Anke NeuzerlinMit ihren 38 Jahren ist die Elefantenkuh im Zoo Zürich noch lange keine Seniorin - genauso wenig wie die Galapagos-Riesenschildkröten Jumbo und Negrita. Rekordhalter bei den Säugetieren im Zoo ist aber Iaman, das älteste Männchen der Kappengibbons. Diese Primaten werden normalerweise nur etwa 30 Jahre alt. Iaman aber kam 1959 zur Welt - und ist letztes Jahr noch Vater geworden.Auch Knochenhechte können sehr alt werden - ein Exemplar schaffte es im Zoo Zürich sogar auf 70 Jahre.(16:9 oo)
ARCHENOAH5_0704031714.vid;;2007-04-03 17:15;00:30;Arche Noah;Einsatz im Tiergarten;Kontrollbesuch bei den Galápagos-Schildkröten im Tiergarten Schönbrunn: Bei einem Exemplar der Reptilien muss eine alte Kriegsverletzung regelmäßig überprüft werden. Außerdem sollen eine Antilope zu Untersuchungszwecken mit dem Blasrohr betäubt und ein Wildschwein umgesiedelt werden. Und eine Elefantendame muss zu Routinezwecken Blut lassen."Arche Noah"-Moderatorin Anke Neuzerling begleitet die Veterinäre der Tierärztlichen Ordination des ältesten Zoos der Welt.(16:9 oo)
ARCHENOAH6_0704031743.vid;;2007-04-03 17:15;00:30;Arche Noah;Einsatz im Tiergarten;Kontrollbesuch bei den Galápagos-Schildkröten im Tiergarten Schönbrunn: Bei einem Exemplar der Reptilien muss eine alte Kriegsverletzung regelmäßig überprüft werden. Außerdem sollen eine Antilope zu Untersuchungszwecken mit dem Blasrohr betäubt und ein Wildschwein umgesiedelt werden. Und eine Elefantendame muss zu Routinezwecken Blut lassen."Arche Noah"-Moderatorin Anke Neuzerling begleitet die Veterinäre der Tierärztlichen Ordination des ältesten Zoos der Welt.(16:9 oo)
BEVORESZUSPA1_0701240358.vid;;2007-01-24 04:00;01:00;Bevor es zu spät ist;Die Inseln der aussterbenden Arten;
BEVORESZUSPA2_0701240430.vid;;2007-01-24 04:00;01:00;Bevor es zu spät ist;Die Inseln der aussterbenden Arten;
BEVORESZUSPA3_0701240447.vid;;2007-01-24 04:00;01:00;Bevor es zu spät ist;Die Inseln der aussterbenden Arten;
BORNWILD1_0612140215.vid;;2006-12-14 02:15;00:50;Frei geboren;Mittel- und Südamerika;
BORNWILD2_0612140220.vid;;2006-12-14 02:15;00:50;Frei geboren;Mittel- und Südamerika;
BORNWILD1_0612140337.vid;;2006-12-14 03:40;00:50;Frei geboren;Mittel- und Südamerika;
BORNWILD2_0612140343.vid;;2006-12-14 03:40;00:50;Frei geboren;Mittel- und Südamerika;
BORNWILD3_0612140419.vid;;2006-12-14 03:40;00:50;Frei geboren;Mittel- und Südamerika;
BORNWILD4_0612140423.vid;;2006-12-14 03:40;00:50;Frei geboren;Mittel- und Südamerika;
BORNWILD5_0612140429.vid;;2006-12-14 03:40;00:50;Frei geboren;Mittel- und Südamerika;
BRILLIANTCRE1_0701211717.vid;;2007-01-21 17:15;00:25;Brilliant Creatures;Die wilden Wildkatzen;Kaum zu glauben - wer wilde Raubkatzen sehen möchte, der muss gar nicht weit reisen. Auch bei uns kann man diese Tiere treffen. Aber Stephen und Gail haben noch mehr überraschende Tatsachen parat.
BRILLIANTCRE2_0703041736.vid;;2007-03-04 17:25;00:25;Brilliant Creatures;Zahnpflege für den Killerwal;Auch ein Killerwal muss saubere Zähne haben. Deshalb hat Gail heute das zweifelhafte Vergnügen, dem Wal bei der Zahnpflege behilflich zu sein. Heute zu Gast im Studio: eine Riesenspinnenkrabbe und eine Geißelspinne
BRILLIANTCRE3_0703041745.vid;;2007-03-04 17:25;00:25;Brilliant Creatures;Zahnpflege für den Killerwal;Auch ein Killerwal muss saubere Zähne haben. Deshalb hat Gail heute das zweifelhafte Vergnügen, dem Wal bei der Zahnpflege behilflich zu sein. Heute zu Gast im Studio: eine Riesenspinnenkrabbe und eine Geißelspinne
BULGARIENDUR1_0709091300.vid;;2007-09-09 13:00;00:45;Bulgarien - Durch den wilden Balkan;;Ein Film von Ernst SasseSteile Klippen, malerische Sandstrände und glasklares Wasser - das ist die Schwarzmeerküste Bulgariens, Anziehungspunkt für sonnenhungrige Touristen aus ganz Europa.Doch Bulgarien hat mehr zu bieten: Wilde Gebirge, über 2.500 Meter hoch, in denen Bären und Wölfe leben, schroffe Felsformationen, wo Geier nach Nahrung suchen, und die malerische Donautiefebene mit Bienenfressern und Blauracken machen den anderen, unbekannten Teil des Landes aus.
BULGARIENDUR2_0709091302.vid;;2007-09-09 13:00;00:45;Bulgarien - Durch den wilden Balkan;;Ein Film von Ernst SasseSteile Klippen, malerische Sandstrände und glasklares Wasser - das ist die Schwarzmeerküste Bulgariens, Anziehungspunkt für sonnenhungrige Touristen aus ganz Europa.Doch Bulgarien hat mehr zu bieten: Wilde Gebirge, über 2.500 Meter hoch, in denen Bären und Wölfe leben, schroffe Felsformationen, wo Geier nach Nahrung suchen, und die malerische Donautiefebene mit Bienenfressern und Blauracken machen den anderen, unbekannten Teil des Landes aus.
BULGARIENDUR3_0709091306.vid;;2007-09-09 13:00;00:45;Bulgarien - Durch den wilden Balkan;;Ein Film von Ernst SasseSteile Klippen, malerische Sandstrände und glasklares Wasser - das ist die Schwarzmeerküste Bulgariens, Anziehungspunkt für sonnenhungrige Touristen aus ganz Europa.Doch Bulgarien hat mehr zu bieten: Wilde Gebirge, über 2.500 Meter hoch, in denen Bären und Wölfe leben, schroffe Felsformationen, wo Geier nach Nahrung suchen, und die malerische Donautiefebene mit Bienenfressern und Blauracken machen den anderen, unbekannten Teil des Landes aus.
BULGARIENDUR4_0709091323.vid;;2007-09-09 13:00;00:45;Bulgarien - Durch den wilden Balkan;;Ein Film von Ernst SasseSteile Klippen, malerische Sandstrände und glasklares Wasser - das ist die Schwarzmeerküste Bulgariens, Anziehungspunkt für sonnenhungrige Touristen aus ganz Europa.Doch Bulgarien hat mehr zu bieten: Wilde Gebirge, über 2.500 Meter hoch, in denen Bären und Wölfe leben, schroffe Felsformationen, wo Geier nach Nahrung suchen, und die malerische Donautiefebene mit Bienenfressern und Blauracken machen den anderen, unbekannten Teil des Landes aus.
BULGARIENDUR5_0709091343.vid;;2007-09-09 13:00;00:45;Bulgarien - Durch den wilden Balkan;;Ein Film von Ernst SasseSteile Klippen, malerische Sandstrände und glasklares Wasser - das ist die Schwarzmeerküste Bulgariens, Anziehungspunkt für sonnenhungrige Touristen aus ganz Europa.Doch Bulgarien hat mehr zu bieten: Wilde Gebirge, über 2.500 Meter hoch, in denen Bären und Wölfe leben, schroffe Felsformationen, wo Geier nach Nahrung suchen, und die malerische Donautiefebene mit Bienenfressern und Blauracken machen den anderen, unbekannten Teil des Landes aus.
COIBATROPENI2_0702271709.vid;;2007-02-27 16:50;00:43;Coiba - Tropeninsel mit Gefängnis;;Dokumentation von Rick Rosenthal Panama / USA 2004, ZDFÜppig grüner Regenwald bedeckt die Insel Coiba. Trotz der paradiesischen Schönheit sorgte der Name "Coiba" in Panama lange für Angst und Schrecken. Denn die Insel war fast 100 Jahre lang eine Strafkolonie für Verbrecher und politische Gefangene. Doch jetzt verwandelt sich Panamas Gefängniskolonie langsam in einen Naturpark.
COIBATROPENI1_0702201900.vid;;2007-02-20 19:00;00:43;Coiba - Tropeninsel mit Gefängnis;;Dokumentation von Rick Rosenthal Panama / USA 2004, ZDFÜppig grüner Regenwald bedeckt die Insel Coiba. Trotz der paradiesischen Schönheit sorgte der Name "Coiba" in Panama lange für Angst und Schrecken. Denn die Insel war fast 100 Jahre lang eine Strafkolonie für Verbrecher und politische Gefangene. Doch jetzt verwandelt sich Panamas Gefängniskolonie langsam in einen Naturpark.
COIBATROPENI3_0702201939.vid;;2007-02-20 19:00;00:43;Coiba - Tropeninsel mit Gefängnis;;Dokumentation von Rick Rosenthal Panama / USA 2004, ZDFÜppig grüner Regenwald bedeckt die Insel Coiba. Trotz der paradiesischen Schönheit sorgte der Name "Coiba" in Panama lange für Angst und Schrecken. Denn die Insel war fast 100 Jahre lang eine Strafkolonie für Verbrecher und politische Gefangene. Doch jetzt verwandelt sich Panamas Gefängniskolonie langsam in einen Naturpark.
DasHeimwehder_0707232130.vid;;2007-07-23 21:30;00:30;Das Heimweh der Meeresschildkröten;;Film von Eberhard MeyerEines der größten Phänomene der Tierwelt ist, dass die Weibchen der Meeresschildkröte 20 oder 30 Jahre später, nachdem sie womöglich durch alle Meere gezogen sind, an genau den Strand, an dem sie einst geschlüpft sind, zurückkehren, um ihrerseits ihre Eier abzulegen.Welch innerer Kompass diese Rückkehr an den Heimatstrand steuert, ist noch immer nicht erforscht. Was aber, wenn dieser Strand inzwischen alles andere als ein guter Niststrand ist?(Erstsendung: 12. November 2006)16:9 oo UT
DERNATURAUF11_0704130152.vid;;2007-04-13 01:55;00:35;Der Natur auf der Spur;Florida;
DERNATURAUF12_0704131326.vid;;2007-04-13 13:20;00:40;Der Natur auf der Spur;Florida;
DERNATURAUF13_0704131333.vid;;2007-04-13 13:20;00:40;Der Natur auf der Spur;Florida;
DERNATURAUF14_0704131341.vid;;2007-04-13 13:20;00:40;Der Natur auf der Spur;Florida;
DERNATURAUF21_0704140152.vid;;2007-04-14 01:55;00:15;Der Natur auf der Spur;Borneo (Malaysia);
DERNATURAUF22_0704140159.vid;;2007-04-14 01:55;00:15;Der Natur auf der Spur;Borneo (Malaysia);
DERNATURAUF23_0704140214.vid;;2007-04-14 01:55;00:15;Der Natur auf der Spur;Borneo (Malaysia);
DERNATURAUF31_0704132251.vid;;2007-04-13 22:50;00:30;Der Natur auf der Spur;Madagaskar;
DERNATURAUF32_0704132311.vid;;2007-04-13 22:50;00:30;Der Natur auf der Spur;Madagaskar;
DERNATURAUF31_0704150149.vid;;2007-04-15 01:50;00:25;Der Natur auf der Spur;Madagaskar;
DERNATURAUF32_0704150209.vid;;2007-04-15 01:50;00:25;Der Natur auf der Spur;Madagaskar;
DERWILDNISAU1_0701251309.vid;;2007-01-24 12:45;00:25;Der Wildnis auf der Spur;Northern Territory & West-Australien;
DERWILDNISAU2_0701241300.vid;;2007-01-25 13:10;00:40;Der Wildnis auf der Spur;Northern Territory & West-Australien;
DERWILDNISAU3_0701252224.vid;;2007-01-25 22:25;00:30;Der Wildnis auf der Spur;Queensland & Great Barrier Reef;
DERWILDNISAU4_0701260222.vid;;2007-01-25 02:00;00:30;Der Wildnis auf der Spur;Queensland & Great Barrier Reef;
DIEFUENFTEDI1_0704080430.vid;;2007-04-08 04:30;00:25;Die fünfte Dimension;Monster aus dem hohen Norden;
DIEFUENFTEDI2_0704080442.vid;;2007-04-08 04:30;00:25;Die fünfte Dimension;Monster aus dem hohen Norden;
DIEFUENFTEDI3_0704080447.vid;;2007-04-08 04:30;00:25;Die fünfte Dimension;Monster aus dem hohen Norden;
DIEFUENFTEDI4_0704080450.vid;;2007-04-08 04:30;00:25;Die fünfte Dimension;Monster aus dem hohen Norden;
DIEFUENFTEDIM_0611241803.vid;;2006-11-24 18:00;00:35;Die fünfte Dimension;Die Schildkröten-Lagune;
DieLagunederD_0706291415.vid;;2007-06-29 14:15;00:45;Die Lagune der Delfine;Tierschutz am Roten Meer;von Günther Henel und Eberhard WeißDer Film beschäftigt sich mit dem Schutz der Riffe am Roten Meer und begleitet ein Taucherteam bei seiner Arbeit unter Wasser - Vermessung der Riffe und Auswertung der Daten.Daneben erschließt sich das Rote Meer mit seiner einzigartigen Vielfalt an Meeresbewohnern und Farbenpracht. Gezeigt werden unter anderem Spinnerdelfine, die Grüne Meeresschildkröte, die Spanische Tänzerin, der Graue Riffhai, die Riesenmuräne und viele andere Bewohner des Roten Meeres.
DIELOGBUECHE1_0612091704.vid;;2006-12-09 17:05;01:05;Die Logbücher der Noé;Die Malediven - Perlen des Ozeans;
DIELOGBUECHE2_0612091758.vid;;2006-12-09 17:05;01:05;Die Logbücher der Noé;Die Malediven - Perlen des Ozeans;
DIELOGBUECHE3_0701052115.vid;;2007-01-05 21:15;01:05;Die Logbücher der Noé;Mayotte - Lagunen und Wälder;
DIELOGBUECHE4_0701052211.vid;;2007-01-05 21:15;01:05;Die Logbücher der Noé;Mayotte - Lagunen und Wälder;
DIELOGBUECHE5_0701122120.vid;;2007-01-12 21:20;01:00;Die Logbücher der Noé;Die Seychellen - Schildkröten;
DIELOGBUECHE6_0701122206.vid;;2007-01-12 21:20;01:00;Die Logbücher der Noé;Die Seychellen - Schildkröten;
DIEREISEDESR1_0611211400.vid;;2006-11-21 14:00;00:50;Die Reise des Riesen;;
DIEREISEDESR2_0611211410.vid;;2006-11-21 14:00;00:50;Die Reise des Riesen;;
DIEREISEDESR3_0611211415.vid;;2006-11-21 14:00;00:50;Die Reise des Riesen;;
DIEREISEDESR4_0611211439.vid;;2006-11-21 14:00;00:50;Die Reise des Riesen;;
DIEREISEDESR5_0611202007.vid;;2006-11-20 19:05;01:10;Die Reise des Riesen;;
DIEZEHNAELTE1_0710221317.vid;;2007-10-22 13:15;00:45;Die zehn ältesten Tiere der Welt;;Film von Jan HaftSchildkröten gehören zu den Tieren, die am längsten leben - mehr als 300 Jahre sind verbürgt. Die Riesenschildkröte Harriet etwa war eine wahre Zeitreisende: Sie wurde einst von Charles Darwin von den Galapagosinseln nach London gebracht. Bis 2006 lebte die alte Dame in Australien. Sie starb im Alter von 176 Jahren.Warum einige Tiere so alt werden, andere hingegen nicht - diesem Geheimnis versucht Jan Haft in seinem Film ein Stückchen näher zu kommen.(16:9 oo)
DIEZEHNAELTE2_0710221347.vid;;2007-10-22 13:15;00:45;Die zehn ältesten Tiere der Welt;;Film von Jan HaftSchildkröten gehören zu den Tieren, die am längsten leben - mehr als 300 Jahre sind verbürgt. Die Riesenschildkröte Harriet etwa war eine wahre Zeitreisende: Sie wurde einst von Charles Darwin von den Galapagosinseln nach London gebracht. Bis 2006 lebte die alte Dame in Australien. Sie starb im Alter von 176 Jahren.Warum einige Tiere so alt werden, andere hingegen nicht - diesem Geheimnis versucht Jan Haft in seinem Film ein Stückchen näher zu kommen.(16:9 oo)
DIEZEHNAELTE3_0710221351.vid;;2007-10-22 13:15;00:45;Die zehn ältesten Tiere der Welt;;Film von Jan HaftSchildkröten gehören zu den Tieren, die am längsten leben - mehr als 300 Jahre sind verbürgt. Die Riesenschildkröte Harriet etwa war eine wahre Zeitreisende: Sie wurde einst von Charles Darwin von den Galapagosinseln nach London gebracht. Bis 2006 lebte die alte Dame in Australien. Sie starb im Alter von 176 Jahren.Warum einige Tiere so alt werden, andere hingegen nicht - diesem Geheimnis versucht Jan Haft in seinem Film ein Stückchen näher zu kommen.(16:9 oo)
DIEZEHNAELTE4_0710221358.vid;;2007-10-22 13:15;00:45;Die zehn ältesten Tiere der Welt;;Film von Jan HaftSchildkröten gehören zu den Tieren, die am längsten leben - mehr als 300 Jahre sind verbürgt. Die Riesenschildkröte Harriet etwa war eine wahre Zeitreisende: Sie wurde einst von Charles Darwin von den Galapagosinseln nach London gebracht. Bis 2006 lebte die alte Dame in Australien. Sie starb im Alter von 176 Jahren.Warum einige Tiere so alt werden, andere hingegen nicht - diesem Geheimnis versucht Jan Haft in seinem Film ein Stückchen näher zu kommen.(16:9 oo)
DornenimParad_0706181128.vid;;2007-06-18 11:30;00:45;Dornen im Paradies;Galapagos;Im Verlauf von 300 Millionen Jahren reifte Galapagos zu einem einzigartigen Lebensraum. Auf die entlegenen Inseln kamen nur wenige Menschen, und durch die rauen Bedingungen entwickelte sich sehr langsam ein Gleichgewicht, in dem es kaum Wettbewerb und wenige Jäger gab.Vor etwa 400 Jahren veränderte sich diese Balance. Menschen besuchten die Inseln und brachten Haustiere wie Rinder, Schweine, Hunde und Katzen mit. Für die Tierwelt sind die "Fremden aus einer anderen Welt" die größte Gefahr.
EISBAERAFFE1_0610041608.vid;;2006-10-04 16:10;00:50;Eisbär, Affe & Co.;Zoogeschichten aus Stuttgart;Leon geht in Rente. Lange Zeit war er der "Nachtwächter" der Wilhelma und für die Schließung des Zoos verantwortlich. Still und zuverlässig versah Leon seinen Dienst. Eine letzte Impfung, ein letzter Kontrollgang, dann geht es in den wohlverdienten Ruhestand.Außerdem: Nachwuchs bei den Sumpfschildkröten und erster Großeinsatz für Assistenz-Tierärztin Karina Johann: Alle Alpakas müssen per Injektion gegen Würmer behandelt werden ...
EISBAERAFFE2_0610041639.vid;;2006-10-04 16:10;00:50;Eisbär, Affe & Co.;Zoogeschichten aus Stuttgart;Leon geht in Rente. Lange Zeit war er der "Nachtwächter" der Wilhelma und für die Schließung des Zoos verantwortlich. Still und zuverlässig versah Leon seinen Dienst. Eine letzte Impfung, ein letzter Kontrollgang, dann geht es in den wohlverdienten Ruhestand.Außerdem: Nachwuchs bei den Sumpfschildkröten und erster Großeinsatz für Assistenz-Tierärztin Karina Johann: Alle Alpakas müssen per Injektion gegen Würmer behandelt werden ...
EISBAERAFFE3_0610041657.vid;;2006-10-04 16:10;00:50;Eisbär, Affe & Co.;Zoogeschichten aus Stuttgart;Leon geht in Rente. Lange Zeit war er der "Nachtwächter" der Wilhelma und für die Schließung des Zoos verantwortlich. Still und zuverlässig versah Leon seinen Dienst. Eine letzte Impfung, ein letzter Kontrollgang, dann geht es in den wohlverdienten Ruhestand.Außerdem: Nachwuchs bei den Sumpfschildkröten und erster Großeinsatz für Assistenz-Tierärztin Karina Johann: Alle Alpakas müssen per Injektion gegen Würmer behandelt werden ...
EISBAERAFFE4_0612291710.vid;;2006-12-29 17:10;00:50;Eisbär, Affe & Co.;Tschüss Seelöwen!;Drei junge Seelöwen ziehen aus der Wilhelma um in einen spanischen Zoo - eine Routinesache, da diese Tiere immer in andere Zoos vermittelt werden, sobald sie selbstständig fressen können.Außerdem: eine magersüchtige Schildkröte - ein Fall für Wilhelma-Tierarzt Wolfram Rietschel.
EISBAERAFFE5_0612291719.vid;;2006-12-29 17:10;00:50;Eisbär, Affe & Co.;Tschüss Seelöwen!;Drei junge Seelöwen ziehen aus der Wilhelma um in einen spanischen Zoo - eine Routinesache, da diese Tiere immer in andere Zoos vermittelt werden, sobald sie selbstständig fressen können.Außerdem: eine magersüchtige Schildkröte - ein Fall für Wilhelma-Tierarzt Wolfram Rietschel.
EISBAERAFFE6_0612291730.vid;;2006-12-29 17:10;00:50;Eisbär, Affe & Co.;Tschüss Seelöwen!;Drei junge Seelöwen ziehen aus der Wilhelma um in einen spanischen Zoo - eine Routinesache, da diese Tiere immer in andere Zoos vermittelt werden, sobald sie selbstständig fressen können.Außerdem: eine magersüchtige Schildkröte - ein Fall für Wilhelma-Tierarzt Wolfram Rietschel.
EISBAERAFFE7_0612291743.vid;;2006-12-29 17:10;00:50;Eisbär, Affe & Co.;Tschüss Seelöwen!;Drei junge Seelöwen ziehen aus der Wilhelma um in einen spanischen Zoo - eine Routinesache, da diese Tiere immer in andere Zoos vermittelt werden, sobald sie selbstständig fressen können.Außerdem: eine magersüchtige Schildkröte - ein Fall für Wilhelma-Tierarzt Wolfram Rietschel.
EISBAERAFFE8_0612291748.vid;;2006-12-29 17:10;00:50;Eisbär, Affe & Co.;Tschüss Seelöwen!;Drei junge Seelöwen ziehen aus der Wilhelma um in einen spanischen Zoo - eine Routinesache, da diese Tiere immer in andere Zoos vermittelt werden, sobald sie selbstständig fressen können.Außerdem: eine magersüchtige Schildkröte - ein Fall für Wilhelma-Tierarzt Wolfram Rietschel.
EISBAERAFFE9_0612291758.vid;;2006-12-29 17:10;00:50;Eisbär, Affe & Co.;Tschüss Seelöwen!;Drei junge Seelöwen ziehen aus der Wilhelma um in einen spanischen Zoo - eine Routinesache, da diese Tiere immer in andere Zoos vermittelt werden, sobald sie selbstständig fressen können.Außerdem: eine magersüchtige Schildkröte - ein Fall für Wilhelma-Tierarzt Wolfram Rietschel.
ELEFANTTIGER1_0612041636.vid;;2006-12-04 16:35;00:25;Elefant, Tiger & Co.;(122) SOS aus dem Hyänengehege;Schlamassel im Hyänengehege:Starker Regen hat die Höhle der Hyänen geflutet. Die Schlammmassen gefährden das neugeborene Hyänenbaby.Kopf einziehen:Herbert und die anderen Schildkröten haben ein Problem. In ihnen steckt der Wurm.Auf Erkundungstour:Horsts neuer Freund, der kleine Alpaka-Hengst Harry, macht sich selbstständig.
ELEFANTTIGER2_0612041639.vid;;2006-12-04 16:35;00:25;Elefant, Tiger & Co.;(122) SOS aus dem Hyänengehege;Schlamassel im Hyänengehege:Starker Regen hat die Höhle der Hyänen geflutet. Die Schlammmassen gefährden das neugeborene Hyänenbaby.Kopf einziehen:Herbert und die anderen Schildkröten haben ein Problem. In ihnen steckt der Wurm.Auf Erkundungstour:Horsts neuer Freund, der kleine Alpaka-Hengst Harry, macht sich selbstständig.
ELEFANTTIGER3_0612041645.vid;;2006-12-04 16:35;00:25;Elefant, Tiger & Co.;(122) SOS aus dem Hyänengehege;Schlamassel im Hyänengehege:Starker Regen hat die Höhle der Hyänen geflutet. Die Schlammmassen gefährden das neugeborene Hyänenbaby.Kopf einziehen:Herbert und die anderen Schildkröten haben ein Problem. In ihnen steckt der Wurm.Auf Erkundungstour:Horsts neuer Freund, der kleine Alpaka-Hengst Harry, macht sich selbstständig.
ELEFANTTIGER4_0612041650.vid;;2006-12-04 16:35;00:25;Elefant, Tiger & Co.;(122) SOS aus dem Hyänengehege;Schlamassel im Hyänengehege:Starker Regen hat die Höhle der Hyänen geflutet. Die Schlammmassen gefährden das neugeborene Hyänenbaby.Kopf einziehen:Herbert und die anderen Schildkröten haben ein Problem. In ihnen steckt der Wurm.Auf Erkundungstour:Horsts neuer Freund, der kleine Alpaka-Hengst Harry, macht sich selbstständig.
ELEFANTTIGER5_0612041659.vid;;2006-12-04 16:35;00:25;Elefant, Tiger & Co.;(122) SOS aus dem Hyänengehege;Schlamassel im Hyänengehege:Starker Regen hat die Höhle der Hyänen geflutet. Die Schlammmassen gefährden das neugeborene Hyänenbaby.Kopf einziehen:Herbert und die anderen Schildkröten haben ein Problem. In ihnen steckt der Wurm.Auf Erkundungstour:Horsts neuer Freund, der kleine Alpaka-Hengst Harry, macht sich selbstständig.
ELEFANTTIGER1_0705241711.vid;;2007-05-24 17:10;00:50;Elefant, Tiger & Co.;(Folge 71);Wildpferdhengst Georgi geht auf große Fahrt: nach China, in seine neue Heimat. Das Problem ist nur, dass ihm die enge Transportkiste nicht behagt. Auch ein Pferd kann sich eben über mangelnde Beinfreiheit auf Langstreckenflügen ärgern. Doch der Tierpfleger versucht Georgi umzustimmen.In Schildkröte Herbert steckt eindeutig der Wurm. Die Tierarzt-Assistentin will ihm Medizin geben - keine leichte Aufgabe, denn Schildkröten sind Meister im Kopfeinziehen.
ELEFANTTIGER2_0705241733.vid;;2007-05-24 17:10;00:50;Elefant, Tiger & Co.;(Folge 71);Wildpferdhengst Georgi geht auf große Fahrt: nach China, in seine neue Heimat. Das Problem ist nur, dass ihm die enge Transportkiste nicht behagt. Auch ein Pferd kann sich eben über mangelnde Beinfreiheit auf Langstreckenflügen ärgern. Doch der Tierpfleger versucht Georgi umzustimmen.In Schildkröte Herbert steckt eindeutig der Wurm. Die Tierarzt-Assistentin will ihm Medizin geben - keine leichte Aufgabe, denn Schildkröten sind Meister im Kopfeinziehen.
ELEFANTTIGER3_0705241739.vid;;2007-05-24 17:10;00:50;Elefant, Tiger & Co.;(Folge 71);Wildpferdhengst Georgi geht auf große Fahrt: nach China, in seine neue Heimat. Das Problem ist nur, dass ihm die enge Transportkiste nicht behagt. Auch ein Pferd kann sich eben über mangelnde Beinfreiheit auf Langstreckenflügen ärgern. Doch der Tierpfleger versucht Georgi umzustimmen.In Schildkröte Herbert steckt eindeutig der Wurm. Die Tierarzt-Assistentin will ihm Medizin geben - keine leichte Aufgabe, denn Schildkröten sind Meister im Kopfeinziehen.
ELEFANTTIGER4_0705241745.vid;;2007-05-24 17:10;00:50;Elefant, Tiger & Co.;(Folge 71);Wildpferdhengst Georgi geht auf große Fahrt: nach China, in seine neue Heimat. Das Problem ist nur, dass ihm die enge Transportkiste nicht behagt. Auch ein Pferd kann sich eben über mangelnde Beinfreiheit auf Langstreckenflügen ärgern. Doch der Tierpfleger versucht Georgi umzustimmen.In Schildkröte Herbert steckt eindeutig der Wurm. Die Tierarzt-Assistentin will ihm Medizin geben - keine leichte Aufgabe, denn Schildkröten sind Meister im Kopfeinziehen.
